category_uid,category_name,category_description,category_parent_id
220-190802,"Leak Detection","Water loss prevention",220-190800
220-190803,"Efficient Systems","Water saving equipment",220-190800
220-190804,"Rainwater Harvest","Rain collection systems",220-190800
220-190805,"Water Recycling","Water reuse systems",220-190800
220-190900,"Wildlife Protection","Wildlife preservation services",220-190000
220-190901,"Habitat Protection","Wildlife area preservation",220-190900
220-190902,"Species Recovery","Endangered species help",220-190900
220-190903,"Wildlife Rescue","Animal rescue services",220-190900
220-190904,"Population Studies","Wildlife monitoring",220-190900
220-190905,Anti-Poaching,"Wildlife crime prevention",220-190900
220-191000,"Renewable Energy","Clean energy solutions",220-190000
220-191001,"Solar Installation","Solar energy services",220-191000
220-191002,"Wind Energy","Wind power services",220-191000
220-191003,Geothermal,"Geothermal energy services",220-191000
220-191004,"Biomass Energy","Biomass power solutions",220-191000
220-191005,"Energy Storage","Power storage solutions",220-191000
220-191100,"Energy Efficiency","Energy conservation services",220-190000
220-191101,"Building Efficiency","Structure energy savings",220-191100
220-191102,"Process Optimization","Operation energy saving",220-191100
220-191103,"Equipment Upgrade","Energy efficient systems",220-191100
220-191104,"Smart Technology","Automated energy control",220-191100
220-191105,"Lighting Solutions","Efficient light systems",220-191100
220-191200,"Energy Auditing","Energy usage assessment",220-190000
220-191201,"Usage Assessment","Energy use evaluation",220-191200
220-191202,"Cost Analysis","Energy expense review",220-191200
220-191203,"System Inspection","Equipment efficiency check",220-191200
220-191204,"Performance Test","Energy system testing",220-191200
220-191205,"Improvement Plans","Efficiency upgrade plans",220-191200
220-191300,"Soil Remediation","Soil cleanup services",220-190000
220-191301,"Contamination Test","Soil pollution testing",220-191300
220-191302,"Chemical Treatment","Soil chemical cleanup",220-191300
220-191303,"Biological Clean","Natural soil restoration",220-191300
220-191304,"Soil Replacement","Contaminated soil removal",220-191300
220-191305,"Site Monitoring","Ongoing soil testing",220-191300
220-191400,"Water Treatment","Water purification services",220-190000
220-191401,"Wastewater Treatment","Sewage treatment services",220-191400
220-191402,"Water Filtration","Water purification systems",220-191400
220-191403,"Stormwater Management","Rainwater handling systems",220-191400
220-191404,"Groundwater Treatment","Aquifer protection services",220-191400
220-191405,"Water Testing","Water quality analysis",220-191400
220-191500,"Air Quality","Air pollution control",220-190000
220-191501,"Indoor Testing","Interior air monitoring",220-191500
220-191502,"Emission Control","Air pollution reduction",220-191500
220-191503,"Ventilation Check","Air flow assessment",220-191500
220-191504,"Pollutant Monitor","Contaminant tracking",220-191500
220-191505,"Clean Air Systems","Air purification units",220-191500
220-191600,"Environmental Testing","Environmental quality testing",220-190000
220-191601,"Water Quality","Water purity testing",220-191600
220-191602,"Soil Testing","Ground composition test",220-191600
220-191603,"Air Analysis","Atmospheric testing",220-191600
220-191604,"Toxicity Tests","Contamination analysis",220-191600
220-191605,"Radiation Check","Radiation level testing",220-191600
220-191700,"Compliance Testing","Regulatory compliance testing",220-190000
220-191701,"Regulatory Tests","Standard compliance check",220-191700
220-191702,"Emissions Test","Pollution level testing",220-191700
220-191703,"Safety Checks","Environmental safety test",220-191700
220-191704,"Quality Control","Standard maintenance check",220-191700
220-191705,Documentation,"Compliance reporting",220-191700
220-191800,"Safety Testing","Environmental safety checks",220-190000
220-191801,"Hazard Assessment","Risk evaluation service",220-191800
220-191802,"Chemical Safety","Chemical handling check",220-191800
220-191803,"Equipment Test","Safety gear inspection",220-191800
220-191804,"Process Review","Safety procedure check",220-191800
220-191805,"Emergency Plan","Safety response testing",220-191800
220-191900,"Environmental Education","Environmental awareness programs",220-190000
220-191901,"School Programs","Educational outreach services",220-191900
220-191902,"Public Workshops","Community education events",220-191900
220-191903,"Corporate Training","Business environmental training",220-191900
220-191904,"Youth Programs","Youth environmental education",220-191900
220-191905,"Adult Education","Adult environmental learning",220-191900
220-192000,"Community Programs","Community environmental services",220-190000
220-192001,"Local Cleanup","Community area cleaning",220-192000
220-192002,"Green Projects","Environmental initiatives",220-192000
220-192003,"Garden Programs","Community garden projects",220-192000
220-192004,"Recycling Drive","Community recycling events",220-192000
220-192005,"Public Education","Environmental awareness",220-192000
220-192100,"Research Services","Environmental research support",220-190000
220-192101,"Impact Studies","Environmental effect research",220-192100
220-192102,"Species Research","Wildlife population study",220-192100
220-192103,"Climate Studies","Weather pattern research",220-192100
220-192104,"Pollution Research","Contamination analysis",220-192100
220-192105,"Ecosystem Study","Environmental system research",220-192100
220-192200,"Urban Planning","Sustainable city planning",220-190000
220-192201,"Green Spaces","Environmental area planning",220-192200
220-192202,"Transit Planning","Sustainable transport plan",220-192200
220-192203,"Waste Management","City waste system plan",220-192200
220-192204,"Energy Systems","Urban power planning",220-192200
220-192205,"Water Systems","City water management",220-192200
220-192300,"Natural Resources","Resource management services",220-190000
220-192301,"Resource Assessment","Resource evaluation services",220-192300
220-192302,"Sustainable Use","Resource conservation plans",220-192300
220-192303,"Resource Recovery","Material recovery programs",220-192300
220-192304,"Impact Mitigation","Resource impact reduction",220-192300
220-192305,"Resource Planning","Resource management plans",220-192300
220-192400,"Climate Action","Climate change initiatives",220-190000
220-192401,"Carbon Reduction","Emissions reduction services",220-192400
220-192402,"Climate Planning","Climate strategy development",220-192400
220-192403,"Adaptation Services","Climate adaptation planning",220-192400
220-192404,"Emission Testing","Carbon emission monitoring",220-192400
220-192405,"Green Technology","Climate-friendly solutions",220-192400
220-192500,"Ecosystem Services","Ecosystem management programs",220-190000
220-192501,"Biodiversity Management","Species diversity protection",220-192500
220-192502,"Ecosystem Assessment","System health evaluation",220-192500
220-192503,"Habitat Restoration","Environment reconstruction",220-192500
220-192504,"Species Monitoring","Wildlife population tracking",220-192500
220-192505,"Ecological Planning","Ecosystem management plans",220-192500
220-200000,"Government & Community","Government and community services",NULL
220-200100,"Administrative Services","Government administration",220-200000
220-200101,"Document Processing","Government document handling",220-200100
220-200102,"Information Services","Public information access",220-200100
220-200103,"Forms Processing","Government form handling",220-200100
220-200104,"ID Services","Identification processing",220-200100
220-200105,"Records Management","Document archive services",220-200100
220-200200,"Public Records","Document management services",220-200000
220-200201,"Vital Records","Birth death marriage docs",220-200200
220-200202,"Property Records","Real estate documentation",220-200200
220-200203,"Court Records","Legal case documentation",220-200200
220-200204,"Business Records","Company registration docs",220-200200
220-200205,"Historical Records","Archive documentation",220-200200
220-200300,"Licensing Services","Permit and license processing",220-200000
220-200301,"Business Licenses","Commercial permits",220-200300
220-200302,"Professional License","Occupational permits",220-200300
220-200303,"Vehicle Licensing","Auto registration service",220-200300
220-200304,"Marriage License","Wedding authorization",220-200300
220-200305,"Special Permits","Event authorization",220-200300
220-200400,"Emergency Services","Emergency response coordination",220-200000
220-200401,"Emergency Response","Crisis response coordination",220-200400
220-200402,"Disaster Planning","Emergency preparedness",220-200400
220-200403,"First Responders","Emergency personnel services",220-200400
220-200404,"Emergency Communications","Crisis communication systems",220-200400
220-200405,"Recovery Services","Post-emergency assistance",220-200400
220-200500,"Public Safety","Community safety services",220-200000
220-200501,"Police Services","Law enforcement",220-200500
220-200502,"Fire Protection","Fire safety services",220-200500
220-200503,"Emergency Medical","Urgent medical response",220-200500
220-200504,"Crime Prevention","Safety education programs",220-200500
220-200505,"Traffic Safety","Road safety services",220-200500
220-200600,"Disaster Management","Emergency preparation services",220-200000
